gvkey,datadate,fyear,tic,cusip,conm,at,ni,sale,cik
009850,20121231,2012,SO,842587107,SOUTHERN CO,63149.0000,2415.0000,16537.0000,0000092122
009850,20131231,2013,SO,842587107,SOUTHERN CO,64546.0000,1710.0000,17087.0000,0000092122
009850,20141231,2014,SO,842587107,SOUTHERN CO,70923.0000,2031.0000,18467.0000,0000092122
009850,20151231,2015,SO,842587107,SOUTHERN CO,78318.0000,2421.0000,17489.0000,0000092122
009850,20161231,2016,SO,842587107,SOUTHERN CO,109697.0000,2493.0000,19896.0000,0000092122
009850,20171231,2017,SO,842587107,SOUTHERN CO,111005.0000,880.0000,23031.0000,0000092122
009850,20181231,2018,SO,842587107,SOUTHERN CO,116914.0000,2242.0000,23495.0000,0000092122
009850,20191231,2019,SO,842587107,SOUTHERN CO,118700.0000,4754.0000,21419.0000,0000092122
009850,20201231,2020,SO,842587107,SOUTHERN CO,122935.0000,3134.0000,20375.0000,0000092122
010860,20051231,2005,AEE,023608102,AMEREN CORP,18162.0000,619.0000,6780.0000,0001002910
010860,20061231,2006,AEE,023608102,AMEREN CORP,19578.0000,558.0000,6880.0000,0001002910
010860,20071231,2007,AEE,023608102,AMEREN CORP,20728.0000,629.0000,7546.0000,0001002910
010860,20081231,2008,AEE,023608102,AMEREN CORP,22657.0000,615.0000,7839.0000,0001002910
010860,20091231,2009,AEE,023608102,AMEREN CORP,23790.0000,612.0000,7090.0000,0001002910
010860,20101231,2010,AEE,023608102,AMEREN CORP,23515.0000,139.0000,7638.0000,0001002910
010860,20111231,2011,AEE,023608102,AMEREN CORP,23645.0000,519.0000,7531.0000,0001002910
010860,20121231,2012,AEE,023608102,AMEREN CORP,21835.0000,-974.0000,6828.0000,0001002910
010860,20131231,2013,AEE,023608102,AMEREN CORP,21042.0000,289.0000,5838.0000,0001002910
010860,20141231,2014,AEE,023608102,AMEREN CORP,22676.0000,586.0000,6053.0000,0001002910
010860,20151231,2015,AEE,023608102,AMEREN CORP,23640.0000,630.0000,6098.0000,0001002910
010860,20161231,2016,AEE,023608102,AMEREN CORP,24699.0000,653.0000,6076.0000,0001002910
010860,20171231,2017,AEE,023608102,AMEREN CORP,25945.0000,523.0000,6177.0000,0001002910
010860,20181231,2018,AEE,023608102,AMEREN CORP,27215.0000,815.0000,6291.0000,0001002910
010860,20191231,2019,AEE,023608102,AMEREN CORP,28933.0000,828.0000,5910.0000,0001002910
010860,20201231,2020,AEE,023608102,AMEREN CORP,32030.0000,871.0000,5794.0000,0001002910
011506,20051231,2005,WMB,969457100,WILLIAMS COS INC,29442.6000,313.6000,12583.6000,0000107263
011506,20061231,2006,WMB,969457100,WILLIAMS COS INC,25402.4000,308.5000,11812.9000,0000107263
011506,20071231,2007,WMB,969457100,WILLIAMS COS INC,25061.0000,990.0000,10558.0000,0000107263
011506,20081231,2008,WMB,969457100,WILLIAMS COS INC,26006.0000,1418.0000,12352.0000,0000107263
011506,20091231,2009,WMB,969457100,WILLIAMS COS INC,25280.0000,285.0000,8255.0000,0000107263
011506,20101231,2010,WMB,969457100,WILLIAMS COS INC,24972.0000,-1097.0000,9616.0000,0000107263
011506,20111231,2011,WMB,969457100,WILLIAMS COS INC,16502.0000,376.0000,7930.0000,0000107263
011506,20121231,2012,WMB,969457100,WILLIAMS COS INC,24327.0000,859.0000,7486.0000,0000107263
011506,20131231,2013,WMB,969457100,WILLIAMS COS INC,27142.0000,430.0000,6860.0000,0000107263
011506,20141231,2014,WMB,969457100,WILLIAMS COS INC,50563.0000,2114.0000,7637.0000,0000107263
011506,20151231,2015,WMB,969457100,WILLIAMS COS INC,49020.0000,-571.0000,7360.0000,0000107263
011506,20161231,2016,WMB,969457100,WILLIAMS COS INC,46835.0000,-424.0000,7499.0000,0000107263
011506,20171231,2017,WMB,969457100,WILLIAMS COS INC,46352.0000,2174.0000,8031.0000,0000107263
011506,20181231,2018,WMB,969457100,WILLIAMS COS INC,45302.0000,-155.0000,8686.0000,0000107263
011506,20191231,2019,WMB,969457100,WILLIAMS COS INC,46040.0000,850.0000,8201.0000,0000107263
011506,20201231,2020,WMB,969457100,WILLIAMS COS INC,44165.0000,211.0000,7719.0000,0000107263
011550,20051231,2005,WEC,92939U106,WEC ENERGY GROUP INC,10462.0000,308.7000,3815.5000,0000783325
011550,20061231,2006,WEC,92939U106,WEC ENERGY GROUP INC,11130.2000,316.4000,3996.4000,0000783325
011550,20071231,2007,WEC,92939U106,WEC ENERGY GROUP INC,11720.3000,335.6000,4237.8000,0000783325
011550,20081231,2008,WEC,92939U106,WEC ENERGY GROUP INC,12617.8000,359.1000,4431.0000,0000783325
011550,20091231,2009,WEC,92939U106,WEC ENERGY GROUP INC,12697.9000,382.4000,4127.9000,0000783325
011550,20101231,2010,WEC,92939U106,WEC ENERGY GROUP INC,13059.8000,456.5000,4202.5000,0000783325
011550,20111231,2011,WEC,92939U106,WEC ENERGY GROUP INC,13862.1000,526.2000,4486.4000,0000783325
011550,20121231,2012,WEC,92939U106,WEC ENERGY GROUP INC,14285.0000,546.3000,4246.4000,0000783325
011550,20131231,2013,WEC,92939U106,WEC ENERGY GROUP INC,14769.4000,577.4000,4519.0000,0000783325
011550,20141231,2014,WEC,92939U106,WEC ENERGY GROUP INC,15163.4000,588.3000,4997.1000,0000783325
011550,20151231,2015,WEC,92939U106,WEC ENERGY GROUP INC,29355.2000,640.3000,5926.1000,0000783325
011550,20161231,2016,WEC,92939U106,WEC ENERGY GROUP INC,30123.2000,940.2000,7472.3000,0000783325
011550,20171231,2017,WEC,92939U106,WEC ENERGY GROUP INC,31590.5000,1204.9000,7648.5000,0000783325
011550,20181231,2018,WEC,92939U106,WEC ENERGY GROUP INC,33475.8000,1060.5000,7679.5000,0000783325
011550,20191231,2019,WEC,92939U106,WEC ENERGY GROUP INC,34951.8000,1135.2000,7523.1000,0000783325
011550,20201231,2020,WEC,92939U106,WEC ENERGY GROUP INC,37028.1000,1201.1000,7241.7000,0000783325
011554,20051231,2005,LNT,018802108,ALLIANT ENERGY CORP,7733.1000,11.0000,3279.6000,0000352541
011554,20061231,2006,LNT,018802108,ALLIANT ENERGY CORP,7084.1000,334.4000,3359.4000,0000352541
011554,20071231,2007,LNT,018802108,ALLIANT ENERGY CORP,7189.7000,444.0000,3437.6000,0000352541
011554,20081231,2008,LNT,018802108,ALLIANT ENERGY CORP,8201.5000,306.7000,3681.7000,0000352541
011554,20091231,2009,LNT,018802108,ALLIANT ENERGY CORP,9036.0000,129.7000,3432.8000,0000352541
011554,20101231,2010,LNT,018802108,ALLIANT ENERGY CORP,9282.9000,306.3000,3416.1000,0000352541
011554,20111231,2011,LNT,018802108,ALLIANT ENERGY CORP,9687.9000,321.9000,3665.3000,0000352541
011554,20121231,2012,LNT,018802108,ALLIANT ENERGY CORP,10785.5000,335.7000,3094.5000,0000352541
011554,20131231,2013,LNT,018802108,ALLIANT ENERGY CORP,11112.4000,376.2000,3276.8000,0000352541
011554,20141231,2014,LNT,018802108,ALLIANT ENERGY CORP,12085.9000,393.3000,3350.3000,0000352541
011554,20151231,2015,LNT,018802108,ALLIANT ENERGY CORP,12495.2000,388.4000,3253.6000,0000352541
011554,20161231,2016,LNT,018802108,ALLIANT ENERGY CORP,13373.8000,381.7000,3320.0000,0000352541
011554,20171231,2017,LNT,018802108,ALLIANT ENERGY CORP,14187.8000,467.5000,3382.2000,0000352541
011554,20181231,2018,LNT,018802108,ALLIANT ENERGY CORP,15426.0000,522.3000,3534.5000,0000352541
011554,20191231,2019,LNT,018802108,ALLIANT ENERGY CORP,16700.7000,567.4000,3647.7000,0000352541
014359,20051231,2005,PXD,723787107,PIONEER NATURAL RESOURCES CO,7329.2340,534.5680,2215.6770,0001038357
014359,20061231,2006,PXD,723787107,PIONEER NATURAL RESOURCES CO,7355.3990,739.7310,1582.0490,0001038357
014359,20071231,2007,PXD,723787107,PIONEER NATURAL RESOURCES CO,8616.9810,372.7280,1740.8510,0001038357
014359,20081231,2008,PXD,723787107,PIONEER NATURAL RESOURCES CO,9163.1780,220.0630,2277.3500,0001038357
014359,20091231,2009,PXD,723787107,PIONEER NATURAL RESOURCES CO,8867.2650,-52.1060,1609.9840,0001038357
014359,20101231,2010,PXD,723787107,PIONEER NATURAL RESOURCES CO,9679.1020,605.2080,1803.2570,0001038357
014359,20111231,2011,PXD,723787107,PIONEER NATURAL RESOURCES CO,11524.1610,826.7930,2294.0630,0001038357
014359,20121231,2012,PXD,723787107,PIONEER NATURAL RESOURCES CO,13069.0300,191.4160,2811.6600,0001038357
014359,20131231,2013,PXD,723787107,PIONEER NATURAL RESOURCES CO,12292.7880,-838.4140,3489.5180,0001038357
014359,20141231,2014,PXD,723787107,PIONEER NATURAL RESOURCES CO,14926.0000,930.0000,4325.0000,0001038357
014359,20151231,2015,PXD,723787107,PIONEER NATURAL RESOURCES CO,15154.0000,-273.0000,3142.0000,0001038357
014359,20161231,2016,PXD,723787107,PIONEER NATURAL RESOURCES CO,16459.0000,-556.0000,3951.0000,0001038357
014359,20171231,2017,PXD,723787107,PIONEER NATURAL RESOURCES CO,17003.0000,833.0000,5294.0000,0001038357
014359,20181231,2018,PXD,723787107,PIONEER NATURAL RESOURCES CO,17903.0000,978.0000,9379.0000,0001038357
014359,20191231,2019,PXD,723787107,PIONEER NATURAL RESOURCES CO,19067.0000,756.0000,9671.0000,0001038357
014934,20051231,2005,DVN,25179M103,DEVON ENERGY CORP,30273.0000,2930.0000,10741.0000,0001090012
014934,20061231,2006,DVN,25179M103,DEVON ENERGY CORP,35063.0000,2846.0000,10578.0000,0001090012
014934,20071231,2007,DVN,25179M103,DEVON ENERGY CORP,41456.0000,3606.0000,11362.0000,0001090012
014934,20081231,2008,DVN,25179M103,DEVON ENERGY CORP,31908.0000,-2148.0000,15211.0000,0001090012
014934,20091231,2009,DVN,25179M103,DEVON ENERGY CORP,29686.0000,-2479.0000,8015.0000,0001090012
014934,20101231,2010,DVN,25179M103,DEVON ENERGY CORP,32927.0000,4550.0000,9940.0000,0001090012
014934,20111231,2011,DVN,25179M103,DEVON ENERGY CORP,41117.0000,4704.0000,11454.0000,0001090012
014934,20121231,2012,DVN,25179M103,DEVON ENERGY CORP,43326.0000,-206.0000,9502.0000,0001090012
014934,20131231,2013,DVN,25179M103,DEVON ENERGY CORP,42877.0000,-20.0000,10397.0000,0001090012
014934,20141231,2014,DVN,25179M103,DEVON ENERGY CORP,50637.0000,1607.0000,19566.0000,0001090012
014934,20151231,2015,DVN,25179M103,DEVON ENERGY CORP,29532.0000,-14454.0000,13145.0000,0001090012
014934,20161231,2016,DVN,25179M103,DEVON ENERGY CORP,25913.0000,-3302.0000,10304.0000,0001090012
014934,20171231,2017,DVN,25179M103,DEVON ENERGY CORP,30241.0000,898.0000,13949.0000,0001090012
014934,20181231,2018,DVN,25179M103,DEVON ENERGY CORP,19566.0000,3064.0000,10734.0000,0001090012
014934,20191231,2019,DVN,25179M103,DEVON ENERGY CORP,13717.0000,-355.0000,6220.0000,0001090012
014934,20201231,2020,DVN,25179M103,DEVON ENERGY CORP,9912.0000,-2680.0000,4828.0000,0001090012
015247,20051231,2005,VLO,91913Y100,VALERO ENERGY CORP,32728.0000,3590.0000,81362.0000,0001035002
015247,20061231,2006,VLO,91913Y100,VALERO ENERGY CORP,37753.0000,5463.0000,91051.0000,0001035002
015247,20071231,2007,VLO,91913Y100,VALERO ENERGY CORP,42722.0000,5234.0000,94526.0000,0001035002
015247,20081231,2008,VLO,91913Y100,VALERO ENERGY CORP,34417.0000,-1131.0000,118298.0000,0001035002
015247,20091231,2009,VLO,91913Y100,VALERO ENERGY CORP,35629.0000,-1982.0000,67271.0000,0001035002
015247,20101231,2010,VLO,91913Y100,VALERO ENERGY CORP,37621.0000,324.0000,81342.0000,0001035002
015247,20111231,2011,VLO,91913Y100,VALERO ENERGY CORP,42783.0000,2090.0000,125095.0000,0001035002
015247,20121231,2012,VLO,91913Y100,VALERO ENERGY CORP,44477.0000,2083.0000,138286.0000,0001035002
015247,20131231,2013,VLO,91913Y100,VALERO ENERGY CORP,47260.0000,2720.0000,138074.0000,0001035002
015247,20141231,2014,VLO,91913Y100,VALERO ENERGY CORP,45550.0000,3630.0000,130844.0000,0001035002
015247,20151231,2015,VLO,91913Y100,VALERO ENERGY CORP,44343.0000,3990.0000,81824.0000,0001035002
015247,20161231,2016,VLO,91913Y100,VALERO ENERGY CORP,46173.0000,2289.0000,70166.0000,0001035002
015247,20171231,2017,VLO,91913Y100,VALERO ENERGY CORP,50158.0000,4065.0000,88407.0000,0001035002
015247,20181231,2018,VLO,91913Y100,VALERO ENERGY CORP,50155.0000,3122.0000,111407.0000,0001035002
015247,20191231,2019,VLO,91913Y100,VALERO ENERGY CORP,53864.0000,2422.0000,102729.0000,0001035002
016478,20051231,2005,EOG,26875P101,EOG RESOURCES INC,7753.3200,1259.5760,3598.4650,0000821189
016478,20061231,2006,EOG,26875P101,EOG RESOURCES INC,9402.1600,1299.8850,3899.0850,0000821189
016478,20071231,2007,EOG,26875P101,EOG RESOURCES INC,12088.9070,1089.9180,4131.6040,0000821189
016478,20081231,2008,EOG,26875P101,EOG RESOURCES INC,15951.2260,2436.9190,6984.4300,0000821189
016478,20091231,2009,EOG,26875P101,EOG RESOURCES INC,18118.6670,546.6270,4238.3460,0000821189
016478,20101231,2010,EOG,26875P101,EOG RESOURCES INC,21624.2330,160.6540,5852.8070,0000821189
016478,20111231,2011,EOG,26875P101,EOG RESOURCES INC,24838.7970,1091.1230,9600.0330,0000821189
016478,20121231,2012,EOG,26875P101,EOG RESOURCES INC,27336.5780,570.2790,11448.8140,0000821189
016478,20131231,2013,EOG,26875P101,EOG RESOURCES INC,30574.2380,2197.1090,14233.0460,0000821189
016478,20141231,2014,EOG,26875P101,EOG RESOURCES INC,34762.6870,2915.4870,17473.5060,0000821189
016478,20151231,2015,EOG,26875P101,EOG RESOURCES INC,26975.2440,-4524.5150,8718.3170,0000821189
016478,20161231,2016,EOG,26875P101,EOG RESOURCES INC,29459.4330,-1096.6860,7363.3940,0000821189
016478,20171231,2017,EOG,26875P101,EOG RESOURCES INC,29833.0780,2582.5790,11225.8060,0000821189
016478,20181231,2018,EOG,26875P101,EOG RESOURCES INC,33934.4740,3419.0400,17011.2020,0000821189
016478,20191231,2019,EOG,26875P101,EOG RESOURCES INC,37124.6080,2734.9100,17122.0020,0000821189
020548,20051231,2005,COG,127097103,CABOT OIL & GAS CORP,1495.3700,148.4450,682.7970,0000858470
020548,20061231,2006,COG,127097103,CABOT OIL & GAS CORP,1834.4910,321.1750,761.9880,0000858470
020548,20071231,2007,COG,127097103,CABOT OIL & GAS CORP,2208.5940,167.4230,732.1700,0000858470
020548,20081231,2008,COG,127097103,CABOT OIL & GAS CORP,3701.6640,211.2900,945.7910,0000858470
020548,20091231,2009,COG,127097103,CABOT OIL & GAS CORP,3683.4010,148.3430,879.2760,0000858470
020548,20101231,2010,COG,127097103,CABOT OIL & GAS CORP,4005.0310,103.3860,844.0350,0000858470
020548,20111231,2011,COG,127097103,CABOT OIL & GAS CORP,4331.4930,122.4080,979.8640,0000858470
020548,20121231,2012,COG,127097103,CABOT OIL & GAS CORP,4616.3130,131.7300,1204.5460,0000858470
020548,20131231,2013,COG,127097103,CABOT OIL & GAS CORP,4981.0800,279.7730,1746.2780,0000858470
020548,20141231,2014,COG,127097103,CABOT OIL & GAS CORP,5437.7160,104.4680,2173.0110,0000858470
020548,20151231,2015,COG,127097103,CABOT OIL & GAS CORP,5261.8990,-113.8910,1357.1500,0000858470
020548,20161231,2016,COG,127097103,CABOT OIL & GAS CORP,5122.5690,-417.1240,1155.6770,0000858470
020548,20171231,2017,COG,127097103,CABOT OIL & GAS CORP,4727.3440,100.3930,1764.2190,0000858470
020548,20181231,2018,COG,127097103,CABOT OIL & GAS CORP,4198.8290,557.0430,2188.1480,0000858470
020548,20191231,2019,COG,127097103,CABOT OIL & GAS CORP,4487.2450,681.0700,2066.2770,0000858470
024216,20051231,2005,AES,00130H105,AES CORP (THE),29432.0000,630.0000,11086.0000,0000874761
024216,20061231,2006,AES,00130H105,AES CORP (THE),31201.0000,204.0000,11564.0000,0000874761
024216,20071231,2007,AES,00130H105,AES CORP (THE),34453.0000,-95.0000,13588.0000,0000874761
024216,20081231,2008,AES,00130H105,AES CORP (THE),34806.0000,1234.0000,16102.0000,0000874761
024216,20091231,2009,AES,00130H105,AES CORP (THE),39535.0000,658.0000,14119.0000,0000874761
024216,20101231,2010,AES,00130H105,AES CORP (THE),40511.0000,9.0000,16647.0000,0000874761
024216,20111231,2011,AES,00130H105,AES CORP (THE),45333.0000,58.0000,17274.0000,0000874761
024216,20121231,2012,AES,00130H105,AES CORP (THE),41830.0000,-912.0000,18046.0000,0000874761
024216,20131231,2013,AES,00130H105,AES CORP (THE),40411.0000,114.0000,15891.0000,0000874761
024216,20141231,2014,AES,00130H105,AES CORP (THE),38966.0000,769.0000,17146.0000,0000874761
024216,20151231,2015,AES,00130H105,AES CORP (THE),36850.0000,306.0000,14866.0000,0000874761
024216,20161231,2016,AES,00130H105,AES CORP (THE),36119.0000,-1130.0000,13586.0000,0000874761
024216,20171231,2017,AES,00130H105,AES CORP (THE),33112.0000,-1161.0000,10530.0000,0000874761
024216,20181231,2018,AES,00130H105,AES CORP (THE),32521.0000,1203.0000,10736.0000,0000874761
024216,20191231,2019,AES,00130H105,AES CORP (THE),33648.0000,303.0000,10189.0000,0000874761
030923,20051231,2005,FTI,G87110105,TECHNIPFMC PLC,8641.1070,110.4860,6404.9830,0001681459
030923,20061231,2006,FTI,G87110105,TECHNIPFMC PLC,10641.2690,264.0720,9250.7010,0001681459
030923,20071231,2007,FTI,G87110105,TECHNIPFMC PLC,11827.4080,184.4360,11545.2780,0001681459
030923,20081231,2008,FTI,G87110105,TECHNIPFMC PLC,11318.7920,623.5710,10448.8540,0001681459
030923,20091231,2009,FTI,G87110105,TECHNIPFMC PLC,12282.5240,244.2170,9292.4390,0001681459
030923,20101231,2010,FTI,G87110105,TECHNIPFMC PLC,13563.5720,554.1130,8094.0900,0001681459
030923,20111231,2011,FTI,G87110105,TECHNIPFMC PLC,14830.7340,658.1200,8872.7540,0001681459
030923,20121231,2012,FTI,G87110105,TECHNIPFMC PLC,15270.7070,711.6480,10858.1440,0001681459
030923,20131231,2013,FTI,G87110105,TECHNIPFMC PLC,18258.5530,775.8950,12911.4740,0001681459
030923,20141231,2014,FTI,G87110105,TECHNIPFMC PLC,16239.3000,528.3300,12227.9390,0001681459
030923,20151231,2015,FTI,G87110105,TECHNIPFMC PLC,14843.1670,48.9740,11247.9690,0001681459
030923,20161231,2016,FTI,G87110105,TECHNIPFMC PLC,18760.4010,296.8280,8791.6110,0001681459
030923,20171231,2017,FTI,G87110105,TECHNIPFMC PLC,28263.7000,113.3000,15056.9000,0001681459
030923,20181231,2018,FTI,G87110105,TECHNIPFMC PLC,24784.5000,-1921.6000,12552.9000,0001681459
030923,20191231,2019,FTI,G87110105,TECHNIPFMC PLC,23518.8000,-2415.2000,13409.1000,0001681459
032106,20141231,2014,BKR,05722G100,BAKER HUGHES CO,,,,0001701605
032106,20151231,2015,BKR,05722G100,BAKER HUGHES CO,,,,0001701605
032106,20161231,2016,BKR,05722G100,BAKER HUGHES CO,,,,0001701605
032106,20171231,2017,BKR,05722G100,BAKER HUGHES CO,57050.0000,36.0000,17259.0000,0001701605
032106,20181231,2018,BKR,05722G100,BAKER HUGHES CO,52439.0000,195.0000,22877.0000,0001701605
032106,20191231,2019,BKR,05722G100,BAKER HUGHES CO,53369.0000,128.0000,23838.0000,0001701605
032106,20201231,2020,BKR,05722G100,BAKER HUGHES CO,38030.0000,-9940.0000,20705.0000,0001701605
063892,20051231,2005,NOV,62955J103,NOV INC,6678.5000,286.9000,4644.5000,0001021860
063892,20061231,2006,NOV,62955J103,NOV INC,9019.3000,684.0000,7025.8000,0001021860
063892,20071231,2007,NOV,62955J103,NOV INC,12114.9000,1337.1000,9789.0000,0001021860
063892,20081231,2008,NOV,62955J103,NOV INC,21478.7000,1952.0000,13431.4000,0001021860
063892,20091231,2009,NOV,62955J103,NOV INC,21532.0000,1469.0000,12712.0000,0001021860
063892,20101231,2010,NOV,62955J103,NOV INC,23050.0000,1667.0000,12156.0000,0001021860
063892,20111231,2011,NOV,62955J103,NOV INC,25515.0000,1994.0000,14658.0000,0001021860
063892,20121231,2012,NOV,62955J103,NOV INC,31484.0000,2491.0000,20041.0000,0001021860
063892,20131231,2013,NOV,62955J103,NOV INC,34812.0000,2327.0000,22767.0000,0001021860
063892,20141231,2014,NOV,62955J103,NOV INC,33562.0000,2502.0000,21440.0000,0001021860
063892,20151231,2015,NOV,62955J103,NOV INC,26725.0000,-769.0000,14757.0000,0001021860
063892,20161231,2016,NOV,62955J103,NOV INC,21140.0000,-2412.0000,7251.0000,0001021860
063892,20171231,2017,NOV,62955J103,NOV INC,20206.0000,-237.0000,7304.0000,0001021860
063892,20181231,2018,NOV,62955J103,NOV INC,19796.0000,-31.0000,8453.0000,0001021860
063892,20191231,2019,NOV,62955J103,NOV INC,13149.0000,-6095.0000,8479.0000,0001021860
063892,20201231,2020,NOV,62955J103,NOV INC,9929.0000,-2542.0000,6090.0000,0001021860
135990,20051231,2005,NRG,629377508,NRG ENERGY INC,7431.0000,84.0000,2708.0000,0001013871
135990,20061231,2006,NRG,629377508,NRG ENERGY INC,19435.0000,621.0000,5623.0000,0001013871
135990,20071231,2007,NRG,629377508,NRG ENERGY INC,19274.0000,586.0000,5989.0000,0001013871
135990,20081231,2008,NRG,629377508,NRG ENERGY INC,24808.0000,1188.0000,6885.0000,0001013871
135990,20091231,2009,NRG,629377508,NRG ENERGY INC,23378.0000,942.0000,8952.0000,0001013871
135990,20101231,2010,NRG,629377508,NRG ENERGY INC,26896.0000,477.0000,8849.0000,0001013871
135990,20111231,2011,NRG,629377508,NRG ENERGY INC,26715.0000,197.0000,9079.0000,0001013871
135990,20121231,2012,NRG,629377508,NRG ENERGY INC,35128.0000,559.0000,8422.0000,0001013871
135990,20131231,2013,NRG,629377508,NRG ENERGY INC,33902.0000,-386.0000,11295.0000,0001013871
135990,20141231,2014,NRG,629377508,NRG ENERGY INC,40665.0000,134.0000,15868.0000,0001013871
135990,20151231,2015,NRG,629377508,NRG ENERGY INC,32882.0000,-6382.0000,14674.0000,0001013871
135990,20161231,2016,NRG,629377508,NRG ENERGY INC,30355.0000,-774.0000,12351.0000,0001013871
135990,20171231,2017,NRG,629377508,NRG ENERGY INC,23318.0000,-2153.0000,10629.0000,0001013871
135990,20181231,2018,NRG,629377508,NRG ENERGY INC,10628.0000,268.0000,9478.0000,0001013871
135990,20191231,2019,NRG,629377508,NRG ENERGY INC,12531.0000,4438.0000,9821.0000,0001013871
170750,20101231,2010,FANG,25278X109,DIAMONDBACK ENERGY INC,172.5170,8.2160,27.2530,0001539838
170750,20111231,2011,FANG,25278X109,DIAMONDBACK ENERGY INC,249.4840,-0.5450,48.6720,0001539838
170750,20121231,2012,FANG,25278X109,DIAMONDBACK ENERGY INC,606.7010,-36.5210,74.9620,0001539838
170750,20131231,2013,FANG,25278X109,DIAMONDBACK ENERGY INC,1521.6140,54.5870,208.0020,0001539838
170750,20141231,2014,FANG,25278X109,DIAMONDBACK ENERGY INC,3095.4810,193.7550,495.7180,0001539838
170750,20151231,2015,FANG,25278X109,DIAMONDBACK ENERGY INC,2758.4120,-550.6280,446.7330,0001539838
170750,20161231,2016,FANG,25278X109,DIAMONDBACK ENERGY INC,5349.6800,-165.0340,527.1070,0001539838
170750,20171231,2017,FANG,25278X109,DIAMONDBACK ENERGY INC,7770.9850,482.2610,1205.1110,0001539838
170750,20181231,2018,FANG,25278X109,DIAMONDBACK ENERGY INC,21595.6870,845.6720,2176.2560,0001539838
170750,20191231,2019,FANG,25278X109,DIAMONDBACK ENERGY INC,23531.0000,240.0000,3964.0000,0001539838
170750,20201231,2020,FANG,25278X109,DIAMONDBACK ENERGY INC,17619.0000,-4517.0000,2813.0000,0001539838
170841,20101231,2010,PSX,718546104,PHILLIPS 66,44955.0000,735.0000,132872.0000,0001534701
170841,20111231,2011,PSX,718546104,PHILLIPS 66,43211.0000,4775.0000,182133.0000,0001534701
170841,20121231,2012,PSX,718546104,PHILLIPS 66,48073.0000,4124.0000,166089.0000,0001534701
170841,20131231,2013,PSX,718546104,PHILLIPS 66,49798.0000,3726.0000,157730.0000,0001534701
170841,20141231,2014,PSX,718546104,PHILLIPS 66,48741.0000,4762.0000,146514.0000,0001534701
170841,20151231,2015,PSX,718546104,PHILLIPS 66,48580.0000,4227.0000,85195.0000,0001534701
170841,20161231,2016,PSX,718546104,PHILLIPS 66,51653.0000,1555.0000,70898.0000,0001534701
170841,20171231,2017,PSX,718546104,PHILLIPS 66,54371.0000,5106.0000,89300.0000,0001534701
170841,20181231,2018,PSX,718546104,PHILLIPS 66,54302.0000,5595.0000,111461.0000,0001534701
170841,20191231,2019,PSX,718546104,PHILLIPS 66,58720.0000,3076.0000,107293.0000,0001534701
179437,20051231,2005,AWK,030420103,AMERICAN WATER WORKS CO INC,11847.0450,-324.8130,2136.7460,0001410636
179437,20061231,2006,AWK,030420103,AMERICAN WATER WORKS CO INC,12028.8150,-162.0280,2093.0670,0001410636
179437,20071231,2007,AWK,030420103,AMERICAN WATER WORKS CO INC,12115.6850,-342.6010,2214.2150,0001410636
179437,20081231,2008,AWK,030420103,AMERICAN WATER WORKS CO INC,12320.4030,-562.1960,2336.9280,0001410636
179437,20091231,2009,AWK,030420103,AMERICAN WATER WORKS CO INC,12479.3710,-232.8580,2440.7030,0001410636
179437,20101231,2010,AWK,030420103,AMERICAN WATER WORKS CO INC,13063.3110,268.0510,2710.6770,0001410636
179437,20111231,2011,AWK,030420103,AMERICAN WATER WORKS CO INC,13809.6430,309.8370,2666.2360,0001410636
179437,20121231,2012,AWK,030420103,AMERICAN WATER WORKS CO INC,13722.8400,358.2230,2876.8890,0001410636
179437,20131231,2013,AWK,030420103,AMERICAN WATER WORKS CO INC,14026.8290,369.2830,2901.8580,0001410636
179437,20141231,2014,AWK,030420103,AMERICAN WATER WORKS CO INC,15056.0840,423.1080,3011.3280,0001410636
179437,20151231,2015,AWK,030420103,AMERICAN WATER WORKS CO INC,16120.0000,476.0000,3159.0000,0001410636
179437,20161231,2016,AWK,030420103,AMERICAN WATER WORKS CO INC,17264.0000,468.0000,3302.0000,0001410636
179437,20171231,2017,AWK,030420103,AMERICAN WATER WORKS CO INC,18206.0000,426.0000,3357.0000,0001410636
179437,20181231,2018,AWK,030420103,AMERICAN WATER WORKS CO INC,19901.0000,567.0000,3440.0000,0001410636
179437,20191231,2019,AWK,030420103,AMERICAN WATER WORKS CO INC,21327.0000,621.0000,3610.0000,0001410636
186989,20091231,2009,MPC,56585A102,MARATHON PETROLEUM CORP,21254.0000,449.0000,40606.0000,0001510295
186989,20101231,2010,MPC,56585A102,MARATHON PETROLEUM CORP,23232.0000,623.0000,57279.0000,0001510295
186989,20111231,2011,MPC,56585A102,MARATHON PETROLEUM CORP,25745.0000,2389.0000,73524.0000,0001510295
186989,20121231,2012,MPC,56585A102,MARATHON PETROLEUM CORP,27223.0000,3389.0000,76534.0000,0001510295
186989,20131231,2013,MPC,56585A102,MARATHON PETROLEUM CORP,28385.0000,2112.0000,93897.0000,0001510295
186989,20141231,2014,MPC,56585A102,MARATHON PETROLEUM CORP,30460.0000,2524.0000,91132.0000,0001510295
186989,20151231,2015,MPC,56585A102,MARATHON PETROLEUM CORP,43115.0000,2852.0000,64359.0000,0001510295
186989,20161231,2016,MPC,56585A102,MARATHON PETROLEUM CORP,44413.0000,1174.0000,55833.0000,0001510295
