gvkey,fyear,datadate,at,isin,conm,fic,sic
004439,2008,20081231,285684.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2009,20091231,269809.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2010,20101231,281815.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2011,20111231,280349.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2012,20121231,274996.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2013,20131231,269190.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2014,20141231,293558.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2015,20151231,284363.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2016,20161231,283347.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2017,20171231,260544.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2018,20181231,268761.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004439,2019,20191231,276383.0000,SE0000108656,TELEFONAKTIEBOLAGET LM ERICS,SWE,3663
004925,2004,20050331,2983457.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2005,20060331,3027491.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2006,20070331,3319102.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2007,20080331,3266384.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2008,20090331,2896637.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2009,20100331,2827428.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2010,20110331,2708841.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2011,20120331,2739665.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2012,20130331,3035901.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2013,20140331,3191847.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2014,20150331,3501950.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2015,20160331,3311970.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2016,20170331,3533189.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2017,20180331,3492940.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
004925,2018,20190331,3414692.0000,JP3814000000,FUJIFILM HLDGS CORP,JPN,3861
005180,2005,20051231,27198.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2006,20061231,25553.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2007,20071231,31003.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2008,20081231,39393.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2009,20091231,42862.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2010,20101231,42230.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2011,20111231,41080.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2012,20121231,41475.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2013,20131231,42086.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2014,20141231,40651.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2015,20151231,53446.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2016,20161231,59081.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2017,20171231,56381.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2018,20181231,58066.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005180,2019,20191231,79692.0000,GB0009252882,GLAXOSMITHKLINE PLC,GBR,2834
005650,2004,20050331,9736247.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2005,20060331,10021195.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2006,20070331,10644259.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2007,20080331,10530847.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2008,20090331,9403709.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2009,20100331,8951762.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2010,20110331,9185629.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2011,20120331,9418526.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2012,20130331,9809230.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2013,20140331,11016899.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2014,20150331,12433727.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2015,20160331,12551005.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2016,20170331,9663917.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2017,20180331,10106603.0000,JP3788600009,HITACHI LTD,JPN,3570
005650,2018,20190331,9626592.0000,JP3788600009,HITACHI LTD,JPN,3570
005691,2004,20050331,9316970.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2005,20060331,10571681.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2006,20070331,12036500.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2007,20080331,12615543.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2008,20090331,11818917.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2009,20100331,11629115.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2010,20110331,11570874.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2011,20120331,11780759.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2012,20130331,13635357.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2013,20140331,15622031.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2014,20150331,18425837.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2015,20160331,18229294.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2016,20170331,18958123.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2017,20180331,19349164.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
005691,2018,20190331,20419122.0000,JP3854600008,HONDA MOTOR CO LTD,JPN,3711
006494,2004,20050331,1449068.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2005,20060331,1652125.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2006,20070331,1843982.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2007,20080331,2105146.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2008,20090331,1969059.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2009,20100331,1959055.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2010,20110331,2149137.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2011,20120331,2320529.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2012,20130331,2517857.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2013,20140331,2651556.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2014,20150331,2798407.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2015,20160331,2614654.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2016,20170331,2656482.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2017,20180331,3372538.0000,JP3304200003,KOMATSU LTD,JPN,3531
006494,2018,20190331,3638219.0000,JP3304200003,KOMATSU LTD,JPN,3531
006506,2004,20050331,1193056.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2005,20060331,1405402.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2006,20070331,1502532.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2007,20080331,1464270.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2008,20090331,1385824.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2009,20100331,1409033.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2010,20110331,1356852.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2011,20120331,1487669.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2012,20130331,1743670.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2013,20140331,2104657.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2014,20150331,2476820.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2015,20151231,2533002.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2016,20161231,2670582.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2017,20171231,2853930.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2018,20181231,2895655.0000,JP3266400005,KUBOTA CORP,JPN,3523
006506,2019,20191231,3139318.0000,JP3266400005,KUBOTA CORP,JPN,3523
006512,2004,20050331,1745519.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2005,20060331,1931522.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2006,20070331,2130464.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2007,20080331,1976746.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2008,20090331,1773802.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2009,20100331,1848717.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2010,20110331,1946566.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2011,20120331,1994103.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2012,20130331,2282853.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2013,20140331,2636704.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2014,20150331,3021184.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2015,20160331,3095049.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2016,20170331,3110470.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2017,20180331,3157077.0000,JP3249600002,KYOCERA CORP,JPN,3674
006512,2018,20190331,2968475.0000,JP3249600002,KYOCERA CORP,JPN,3674
006972,2004,20050331,289904.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2005,20060331,326038.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2006,20070331,368494.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2007,20080331,386467.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2008,20090331,336644.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2009,20100331,349839.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2010,20110331,372507.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2011,20120331,383256.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2012,20130331,440974.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2013,20140331,519121.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2014,20150331,575328.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2015,20160331,558024.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2016,20170331,597249.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2017,20180331,651031.0000,JP3862400003,MAKITA CORP,JPN,3540
006972,2018,20190331,680250.0000,JP3862400003,MAKITA CORP,JPN,3540
007114,2004,20050331,8056881.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2005,20060331,7964640.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2006,20070331,7896958.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2007,20080331,7443614.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2008,20090331,6403316.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2009,20100331,8358057.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2010,20110331,7822870.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2011,20120331,6601055.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2012,20130331,5397812.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2013,20140331,5212994.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2014,20150331,5956947.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2015,20160331,5596982.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2016,20170331,5982961.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2017,20180331,6291148.0000,JP3866800000,PANASONIC CORP,JPN,3600
007114,2018,20190331,6013931.0000,JP3866800000,PANASONIC CORP,JPN,3600
007471,2004,20050331,7593387.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2005,20060331,8573578.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2006,20070331,9813312.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2007,20080331,9690879.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2008,20090331,8364243.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2009,20100331,8368984.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2010,20110331,8598124.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2011,20120331,9011823.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2012,20130331,10324581.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2013,20140331,11001264.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2014,20150331,12202921.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2015,20160331,10910511.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2016,20170331,11501013.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2017,20180331,11306660.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007471,2018,20190331,11945779.0000,JP3893600001,MITSUI & CO LTD,JPN,5000
007652,2004,20050331,3982545.0000,JP3733000008,NEC CORP,JPN,7373
007652,2005,20060331,3895782.0000,JP3733000008,NEC CORP,JPN,7373
007652,2006,20070331,3731669.0000,JP3733000008,NEC CORP,JPN,7373
007652,2007,20080331,3526795.0000,JP3733000008,NEC CORP,JPN,7373
007652,2008,20090331,3075378.0000,JP3733000008,NEC CORP,JPN,7373
007652,2009,20100331,2937644.0000,JP3733000008,NEC CORP,JPN,7373
007652,2010,20110331,2628931.0000,JP3733000008,NEC CORP,JPN,7373
007652,2011,20120331,2557570.0000,JP3733000008,NEC CORP,JPN,7373
007652,2012,20130331,2580966.0000,JP3733000008,NEC CORP,JPN,7373
007652,2013,20140331,2505329.0000,JP3733000008,NEC CORP,JPN,7373
007652,2014,20150331,2620652.0000,JP3733000008,NEC CORP,JPN,7373
007652,2015,20160331,2493441.0000,JP3733000008,NEC CORP,JPN,7373
007652,2016,20170331,2683996.0000,JP3733000008,NEC CORP,JPN,7373
007652,2017,20180331,2821351.0000,JP3733000008,NEC CORP,JPN,7373
007652,2018,20190331,2950639.0000,JP3733000008,NEC CORP,JPN,7373
007908,2004,20050331,19098584.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2005,20060331,18886195.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2006,20070331,18365775.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2007,20080331,18518779.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2008,20090331,18796388.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2009,20100331,18939055.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2010,20110331,19665596.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2011,20120331,19389699.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2012,20130331,19653689.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2013,20140331,20284949.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2014,20150331,20702427.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2015,20160331,21035931.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2016,20170331,21250325.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2017,20180331,21675770.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
007908,2018,20190331,22295146.0000,JP3735400008,NIPPON TELEGRAPH & TELEPHONE,JPN,4813
008544,2005,20051231,251984.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2006,20061231,244883.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2007,20071231,240158.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2008,20081231,252558.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2009,20091231,280148.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2010,20101231,277815.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2011,20111231,395646.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2012,20121231,410468.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2013,20131231,399638.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2014,20141231,436295.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2015,20151231,455095.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2016,20161231,475119.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2017,20171231,459444.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2018,20181231,482750.0000,PHY7072Q1032,PLDT INC,PHL,4812
008544,2019,20191231,525027.0000,PHY7072Q1032,PLDT INC,PHL,4812
009135,2004,20050331,1953669.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2005,20060331,2041183.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2006,20070331,2243406.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2007,20080331,2214368.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2008,20090331,2513495.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2009,20100331,2383943.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2010,20110331,2262396.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2011,20120331,2289358.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2012,20130331,2360697.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2013,20140331,2556960.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2014,20150331,2730207.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2015,20160331,2776461.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2016,20170331,2759287.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2017,20180331,2641030.0000,JP3973400009,RICOH CO LTD,JPN,3577
009135,2018,20190331,2725132.0000,JP3973400009,RICOH CO LTD,JPN,3577
009818,2004,20050331,9499100.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2005,20060331,10607753.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2006,20070331,11716362.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2007,20080331,12552739.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2008,20090331,12013511.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2009,20100331,12866114.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2010,20110331,12924988.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2011,20120331,13295667.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2012,20130331,14206292.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2013,20140331,15333720.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2014,20150331,15834331.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2015,20160331,16673390.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2016,20170331,17660556.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2017,20180331,19065538.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
009818,2018,20190331,20981586.0000,JP3435000009,SONY GROUP CORPORATION,JPN,3600
010275,2004,20050331,807689.0000,JP3538800008,TDK CORP,JPN,3670
010275,2005,20060331,923503.0000,JP3538800008,TDK CORP,JPN,3670
010275,2006,20070331,989304.0000,JP3538800008,TDK CORP,JPN,3670
010275,2007,20080331,935533.0000,JP3538800008,TDK CORP,JPN,3670
010275,2008,20090331,1101036.0000,JP3538800008,TDK CORP,JPN,3670
010275,2009,20100331,1091458.0000,JP3538800008,TDK CORP,JPN,3670
010275,2010,20110331,1060853.0000,JP3538800008,TDK CORP,JPN,3670
010275,2011,20120331,1072829.0000,JP3538800008,TDK CORP,JPN,3670
010275,2012,20130331,1169642.0000,JP3538800008,TDK CORP,JPN,3670
010275,2013,20140331,1239589.0000,JP3538800008,TDK CORP,JPN,3670
010275,2014,20150331,1404282.0000,JP3538800008,TDK CORP,JPN,3670
010275,2015,20160331,1450585.0000,JP3538800008,TDK CORP,JPN,3670
010275,2016,20170331,1664333.0000,JP3538800008,TDK CORP,JPN,3670
010275,2017,20180331,1905209.0000,JP3538800008,TDK CORP,JPN,3670
010275,2018,20190331,1992480.0000,JP3538800008,TDK CORP,JPN,3670
010622,2004,20050331,4571412.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2005,20060331,4727113.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2006,20070331,5931962.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2007,20080331,5935637.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2008,20090331,5453225.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2009,20100331,5451173.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2010,20110331,5351343.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2011,20120331,5673064.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2012,20130331,6021603.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2013,20140331,6172519.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2014,20150331,6334778.0000,JP3592200004,TOSHIBA CORP,JPN,3600
010622,2015,20160331,5433341.0000,JP3592200004,TOSHIBA CORP,JPN,3600
