,Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,Environmental_Growth,Ind_Yearavg
121,2011, 3I GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.16%,-0.0016,-0.0200715181932246,1,33.33333333333335,-0.009838181818181812
122,2011, ABSA GROUP LTD , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-1.35%,-0.013500000000000002,-0.0200715181932246,1,19.46902654867259,-0.009838181818181812
123,2011, AMERICAN EXPRESS COMPANY , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.19%,-0.0019,-0.0200715181932246,1,-5.000000000000004,-0.009838181818181812
124,2011, AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED , Australia ," Financial intermediation, except insurance and pension funding (65) ",0.15%,0.0015,-0.0200715181932246,1,15.384615384615396,-0.009838181818181812
125,2011, AVALONBAY COMMUNITIES INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-2.87%,-0.0287,-0.0200715181932246,-1,,-0.009838181818181812
126,2011, BANCO BILBAO VIZCAYA ARGENTARIA SA , Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.23%,-0.0023,-0.0200715181932246,1,-42.50000000000001,-0.009838181818181812
127,2011," BANCO COMERCIAL PORTUGUES, S.A. ", Portugal ," Financial intermediation, except insurance and pension funding (65) ",-0.33%,-0.0033,-0.0200715181932246,1,-34.0,-0.009838181818181812
128,2011, BANCO SABADELL , Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.11%,-0.0011,-0.0200715181932246,1,-47.61904761904761,-0.009838181818181812
129,2011, BANCO SANTANDER SA , Spain ," Financial intermediation, except insurance and pension funding (65) ",0.90%,0.009000000000000001,-0.0200715181932246,1,-45.783132530120476,-0.009838181818181812
130,2011, BANK HANDLOWY W WARSZAWIE SA , Poland ," Financial intermediation, except insurance and pension funding (65) ",-0.69%,-0.0069,-0.0200715181932246,1,,-0.009838181818181812
131,2011, BANK MILLENNIUM SA , Poland ," Financial intermediation, except insurance and pension funding (65) ",-1.25%,-0.0125,-0.0200715181932246,1,-0.7936507936507908,-0.009838181818181812
132,2011, BANK OF AMERICA CORPORATION , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.51%,-0.0051,-0.0200715181932246,1,2.0000000000000018,-0.009838181818181812
133,2011, BANK OF NEW YORK MELLON CORP. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.39%,-0.0039,-0.0200715181932246,1,-11.363636363636365,-0.009838181818181812
134,2011, BANK OF PIRAEUS S.A. , Greece ," Financial intermediation, except insurance and pension funding (65) ",-0.21%,-0.0021,-0.0200715181932246,1,,-0.009838181818181812
135,2011, BANK OF THE PHILIPPINE ISLANDS , Philippines ," Financial intermediation, except insurance and pension funding (65) ",-0.67%,-0.0067,-0.0200715181932246,1,-20.238095238095234,-0.009838181818181812
136,2011," BANKINTER, S.A. ", Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.06%,-0.0006,-0.0200715181932246,1,-33.333333333333336,-0.009838181818181812
137,2011, BANQUE CANTONALE VAUDOISE , Switzerland ," Financial intermediation, except insurance and pension funding (65) ",-0.19%,-0.0019,-0.0200715181932246,1,-9.523809523809524,-0.009838181818181812
138,2011, BARCLAYS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",0.64%,0.0064,-0.0200715181932246,1,-1700.0,-0.009838181818181812
139,2011, BEFIMMO SCA , Belgium ," Financial intermediation, except insurance and pension funding (65) ",-1.61%,-0.0161,-0.0200715181932246,1,21.96969696969697,-0.009838181818181812
140,2011, BIG YELLOW GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-2.54%,-0.0254,-0.0200715181932246,-1,1.5999999999999792,-0.009838181818181812
141,2011," BOSTON PROPERTIES, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-10.56%,-0.1056,-0.0200715181932246,-1,-6.796116504854367,-0.009838181818181812
142,2011, BRITISH LAND COMPANY PLC (THE) , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-1.35%,-0.013500000000000002,-0.0200715181932246,1,92.8571428571429,-0.009838181818181812
143,2011, BROOKFIELD ASSET MANAGEMENT INCORPORATED , Canada ," Financial intermediation, except insurance and pension funding (65) ",-1.38%,-0.0138,-0.0200715181932246,1,-5.479452054794519,-0.009838181818181812
144,2011," CAIXABANK, S.A. ", Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.05%,-0.0005,-0.0200715181932246,1,-44.444444444444436,-0.009838181818181812
145,2011, CAPITAL ONE FINANCIAL CORPORATION , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.31%,-0.0031,-0.0200715181932246,1,0.0,-0.009838181818181812
146,2011, CAPITAMALL TRUST , Singapore ," Financial intermediation, except insurance and pension funding (65) ",-4.38%,-0.0438,-0.0200715181932246,-1,-13.095238095238091,-0.009838181818181812
147,2011, CHARTER HALL GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-29.96%,-0.29960000000000003,-0.0200715181932246,-1,72.68011527377523,-0.009838181818181812
148,2011, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.32%,-0.0032,-0.0200715181932246,1,14.285714285714278,-0.009838181818181812
149,2011, COFINIMMO S.A. , Belgium ," Financial intermediation, except insurance and pension funding (65) ",-6.55%,-0.0655,-0.0200715181932246,-1,37.316561844863756,-0.009838181818181812
150,2011, COMERICA INCORPORATED , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.95%,-0.0095,-0.0200715181932246,1,14.457831325301207,-0.009838181818181812
151,2011, COMMONWEALTH BANK OF AUSTRALIA , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.08%,-0.0008,-0.0200715181932246,1,-11.111111111111104,-0.009838181818181812
152,2011, CREDIT SUISSE GROUP AG , Switzerland ," Financial intermediation, except insurance and pension funding (65) ",0.11%,0.0011,-0.0200715181932246,1,22.222222222222232,-0.009838181818181812
153,2011, DAIWA SECURITIES GROUP INCORPORATED , Japan ," Financial intermediation, except insurance and pension funding (65) ",-0.44%,-0.0044,-0.0200715181932246,1,62.96296296296296,-0.009838181818181812
154,2011, DANSKE BANK AS , Denmark ," Financial intermediation, except insurance and pension funding (65) ",0.23%,0.0023,-0.0200715181932246,1,14.999999999999993,-0.009838181818181812
155,2011, DERWENT LONDON PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-1.50%,-0.015,-0.0200715181932246,1,-9.090909090909092,-0.009838181818181812
156,2011, DEXUS , Australia ," Financial intermediation, except insurance and pension funding (65) ",-7.10%,-0.071,-0.0200715181932246,-1,-5.710491367861903,-0.009838181818181812
157,2011, DGB FINANCIAL GROUP CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.86%,-0.0086,-0.0200715181932246,1,,-0.009838181818181812
158,2011, DIAMONDROCK HOSPITALITY COMPANY , United States ," Financial intermediation, except insurance and pension funding (65) ",-5.31%,-0.0531,-0.0200715181932246,-1,,-0.009838181818181812
159,2011, ERSTE GROUP BANK AG , Austria ," Financial intermediation, except insurance and pension funding (65) ",-0.29%,-0.0029,-0.0200715181932246,1,,-0.009838181818181812
160,2011, FIFTH THIRD BANCORP , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.65%,-0.006500000000000001,-0.0200715181932246,1,8.333333333333348,-0.009838181818181812
